text,cleaned
Biarkan hukum Allah yg menilai pak..semoga tabah semua keluarga dan sahabat semua.,biar hukum allah nilai paksemoga tabah keluarga sahabat
Yg korupsi aman aman aja giliran yg ga korupsi mau di penjara,korupsi aman aman gilir korupsi penjara
"Tidak ada bukti korupsinya,....yen ini jelas tebang pilih...",bukti korupsi yen jelas tebang pilih
"Rusak hukum d negeri demi jabatan dan fulus ... Yg pantas d hukum tdk biarkn berkeliaran d luar sana, 
Yg masuk jeruji kebanyakan jadi kambing hitam.
Masa pemerintahan 2014-2024 ini lh kuroptor meraja lela dan bejelompok",rusak hukum negeri jabat fulus hukum biarkn liar luar masuk jeruji jadi kambing hitam masa perintah kuroptor raja lela bejelompok
Hukum manusia ga bakal adil kecuali yg maha adil   apa lagi hukum di indonesia yg benar di penjara yg salah tertaw,hukum manusia bakal adil kecuali maha adil hukum indonesia benar penjara salah tertaw
"Apa presiden kita akan diam, ada rakyatnya yang dperlakukan seperti ini? Pak prabowo ayo pak liat ke bawah jangan sampai rakyat menjadi geram dan antipati terhadap proses hukum seperti ini",presiden diam rakyat dperlakukan pak prabowo ayo pak lihat bawah rakyat jadi geram antipati hadap proses hukum
"Duit korupsi habis untuk biaya kampanye, udah kalah masuk penjara lgi....modar..",uang korupsi habis untuk biaya kampanye kalah masuk penjara lgimodar
"Mengahadapi Mafia yang berkuasa memang sulit, ini bukan hanya masalah hukum tapi politik.",mengahadapi mafia kuasa sulit masalah hukum politik
Inilah negara konoha😭😭,negara konoha
Di demo sj,demo
"Sindiran orang gak mutu, gak usah dianggap...",sindir orang mutu perlu anggap
Ini hasil gaji hakim di naikan?  Rakyat indonesia menunggu keadilan menemukan jalan nya....entah sampai kapan,hasil gaji hakim naik rakyat indonesia tunggu adil temu jalan nyaentah
"Percuma koar-koar, ujung-ujungnya tetep aja pesanan yg diperhatikan.",koarkoar ujung ujung tetap pesan perhati
Jendral ya jadi kacung tukang kayu,jenderal iya jadi kacung tukang kayu
"Negara hancur, orang jujur dihukum 🥲",negara hancur orang jujur hukum
2 dari 3 hakim masuk neraka.....semoga hakim kita semakin jujur,hakim masuk nerakasemoga hakim jujur
Mafia hukum...,mafia hukum
Hukum sudah hancur lebur,hukum hancur lebur
Hukum berbalik 90 derajat.. membela yg berduit.,hukum balik derajat bela duit
Inilah kenyataan di negeri kita yg benar di salahkan yg salah di benarkan...,nyata negeri benar salah salah benar
"Trus korupsi nya yg mna kim? Berapa nilai nya?? Kok di 4 unsur itu hanya kebijakan saja yg di tuntut, yang hasil korupsi nya berapa kim?? ( nanya)",terus korupsi kim nilai unsur bijak tuntut hasil korupsi kim tanya
Ayo BANDING 💪💪💪,ayo banding
Kasik ampau ajak pak tom,kasik ampau ajak pak tom
Sesuai pesanan hakimnya pada oleng ....kenapa Jokowi yg merintah Tom jg sbg Saksi tdk di hadirkan di ruang sidang,sesuai pesan hakim oleng jokowi merintah tom saksi hadir ruang sidang
"Kog bisa ya yang nyuruh pak tom Lembong bebas begitu saja? Seharusnya yg nyuruh itu yg ditanya, pak tom kan bawahan, ikuti instruksi doang. Konoha...Konoha....prindavan lebih baik dr Konoha klo masalah hukum",iya suruh pak tom lembong bebas suruh tanya pak tom bawah ikut instruksi doang konohakonohaprindavan baik konoha masalah hukum
Itu murni perintah yang mulia. Pa lembing hanya ikut perintah .harusnya yang memberikan perintah yang dipanggil dan ditanya secara terang benerang.,murni perintah mulia pak lembing ikut perintah beri perintah panggil tanya cara terang benerang
Modyar😅,modar
Budaya jujur mahal,budaya jujur mahal
"Yang menjalankan perintah dihukum 4,5th ,terus yg memberi perintah berapa tahun ya? Kayaknya Harus turun kembali turun kejalan seperti th 97",jalan perintah hukum tahun terus beri perintah tahun iya kayak turun kembali turun jalan tahun
Alhamdulillah,alhamdulillah
NEGERI PARA BEDEBAH !!!,negeri bedebah
Karena hukum di indonesia itu bisa di beli.....harus nya kalau sistem hukum di indonesia itu netral mantan atasan nya juga di hukum dong...ganti presiden sama saja. Banyak ngomong doang kagak ada bukti,hukum indonesia beliharus sistem hukum indonesia netral mantan atas hukum dongganti presiden bicara doang bukti
Coba Anis yg presiden pasti dia diem dan gak banyak bicara...,coba anis presiden diam bicara
Hukum seperti itu pasti di Indonesia,hukum indonesia
Hancur y sebuah bangsa karna hukum TK bisa adil.,hancur ya buah bangsa hukum tk adil
Hukum alam tidak perlah lupa...,hukum alam lupa
"Hukum Konoha, pertanyaan nya, apakah menteri menteri perdagangan sebelumnya yang melakukan hal yang sama bisa juga dihukum dengan ke empat alasan asbun itu? Jadi menerka dimana asal ijazah hakim nya???",hukum konoha tanya menteri menteri dagang laku hukum empat alas asal bunyi jadi terka asal ijazah hakim
"Intinya,jika mau korupsi. Mesti bagi, tertangkap pun hukumannya hanya sekedar biar kelihatan masyarakat aja",inti korupsi mesti tangkap hukum sekadar biar lihat masyarakat
Hati2 pak dalam menghadapi bangsamu sendiri. krna lebih sulit menghadapinya. Dr PD penjajah bansa lain,hati pak hadap bangsa sulit hadap jajah bansa
"Harusnya seperti sepak bola, wasit di hadirkan dari luar negri.",sepak bola wasit hadir luar negeri
saya juga ikut kecewa pak Anies ...seharusnya anda ikut nemenin si Tom dalam #Penjara  😛😛,ikut kecewa pak anies ikut tani sil tom
Berarti mentri2 yg ngoplos beras dan minyak goreng jg hrs nya dipenjara jg,arti menteri ngoplos beras minyak goreng penjara
Hasil korupsi nya buat nyapres anis,hasil korupsi calon presiden anis
R.I.P keadilan & hukum di Indonesia..,rip adil hukum indonesia
Keadilan susah,adil susah
kekejaman mulyono melebihi mafia,kejam mulyono mafia
"Inilah anehnya dan rusaknya anak Abah, orang jelas korupsi dihukum kok tidak terima, apa karena satu kolam, dasar koplak 🤣🤣🤣",aneh rusak anak ayah orang jelas korupsi hukum terima satu kolam dasar kocak
Jokowi juga harus di adili karena presiden waktu itu yang menyuruh,jokowi adil presiden waktu suruh
Pembela koruptor,bela koruptor
Mubahalah saja para hakimnya,mubahalah hakim
"Ya kalau salah ya salah walaupun itu yg modalin , masak salah di bela",iya salah iya salah modalin masak salah bela
Sakit,sakit
Gegara satu org negeri ini jadi negeri dagelan,gara gara satu orang negeri jadi negeri dagel
Hakim dan jaksanya yg perlu di lenyapkan.,hakim jaksa perlu lenyap
"Seharusnya hakim sebelum memutuskan vonis, harus dn perlu dihadirkan Jokowi sebagai saksi, Krn namanya Jokowi masuk dalam Rana ini.",hakim putus vonis perlu hadir jokowi saksi nama jokowi masuk ranah
kebenaran terzolimi oleh kekuasaan,benar zalim kuasa
"Setuju pak anies, pengadilan sdh tdk ada yg dipercaya sdh beberapa disebut nm mulyono tp pengadilan tdk memanggil utk diperiksa sdh begitu byk org yg dijerumuskan kedlm masalah2 yg mulyono perbuat, biarkan pengadilan dunia tdk adil nanti pengadilan akhirat yg mereka hadapi d mempertanggungjwbkan percuma hakim d jaksa disumpah diatas alquran klu mereka msh rakus dgn kekuasaan d rasa takut sm mulyono",tuju pak anies adil percaya sebut nm mulyono adil panggil untuk periksa bak orang jerumus kedlm masalah mulyono biar adil dunia adil adil akhirat hadap mempertanggungjwbkan hakim jaksa sumpah atas alquran rakus kuasa rasa takut mulyono
"Selalu merasa terzolimi, kalau salah ya salah saja jangan merasa benar. Lawak betul yang mendukung ini. LONGOR",rasa zalim salah iya salah rasa benar lawak betul dukung longor
Saya paling kecewa atas putusan pengadilan yang terlalu ringan hukumannya,kecewa atas putus adil ringan hukum
Kenapa hakimnya kita biarkan...apa hakim.pasti benar......,hakim biarkanapa hakimpasti benar
jd ini bukan negara hukum ya,jadi negara hukum iya
"Pasti akan ada saatnya Allah tunjukkan keadilan itu. Terkadang kita merasa lelah dengan kejahatan dan kedholiman mereka. Namun kembali pada surat Yunus ayat 11. Kita semua tawaqal ...yakin Allah Maha menyelesaikan segala urusan, masih diberi waktu namun tidak bertaubat, maka bertambahlah kejahatannya sehingga layak mendapatkan pembalasan paling dahsyat bukan untuk dirinya tapi juga untuk seluruh keluarganya. 
Sehatkan selalu pak Tom yaa Allah.",allah tunjuk adil terkadang rasa lelah jahat zalim kembali surat yunus ayat tawaqal yakin allah maha selesai urus beri waktu tobat tambah jahat layak balas dahsyat untuk untuk keluarga sehat pak tom ya allah
Sehat selalu dan tetap semangat pak Tom Lembong...dan tetap bersabar pak..,sehat tetap semangat pak tom lembongdan tetap sabar pak
Ya Allah tunjukan kebenaran mu dan keadilan mu di bumi Indonesia ini beri azab kepada mereka membelah yang salah dan membuat keputusan yang salah teruntuk hakim dan kroninya aamiiiiin,iya allah tunjuk benar mu adil mu bumi indonesia beri azab belah salah putus salah untuk hakim kroni aamiiiiin
"cindo lagi cindo lagi
ternyata biang kerok kerupsi
cindo",cindo cindo nyata biang kerok kerupsi cindo
"Pak Tom...hnya mnjlnkn perintah saja,,coba yg memberi perintah ikut juga diperiksa,,biar adil",pak tomhnya mnjlnkn perintah coba beri perintah ikut periksa biar adil
Mati nya hukum d negara ku.......,mati hukum negara ku
"Di tunggu pilpres depan pak,",tunggu pilih presiden pak
Apa kabar Menteri Perdagangan lainnya?,kabar menteri dagang
Mudah 2an yg merusak hukum di Indonesia di beri adab yg lebih pedih amiin,mudah an rusak hukum indonesia beri adab pedih amin
Ada apa di balik jubah hakim..,balik jubah hakim
Karena ngak ada uangnya...pengadilan bisa lanjut sampai aneh...,uangnyapengadilan lanjut aneh
Terus yg memberikan arahan kebijakan  tsb si jokowi koq nggak di apa apain hukum di negeri ini hancur,terus beri arah bijak sebut sil jokowi hukum negeri hancur
"kasihan hakim nya, memilih jalan sesat",kasih hakim pilih jalan sesat
Hakim mata duitan.,hakim mata duit
"Dinasty sdh kuat Pak Anies...
Menyuarakan kebenaran ibarat mencari bubuk emas di tumpukan sekam.",dinasty kuat pak anies suara benar cari bubuk emas tumpu sekam
"😄😄😄 harus nya yg nyuruh impor lebih berat Hukuman nya , aneh bin ajaib",suruh impor berat hukum aneh bin ajaib
Lembaga peradilan di negeri ini tak ubahnya seperti lokalisasi pelacur politik dimana mereka dipesan utk memuaskan pelanggannya,lembaga adil negeri ubah lokalisasi lacur politik pes untuk puas langgan
Si Omon Omon gak berani intervensi melawan geng Solo,sil omon omon berani intervensi lawan geng solo
Banding terus....Tom Lembong....berjuang terus.... kebenaran di atas segalanya,banding terustom lembongberjuang terus benar atas
Rakyat hrs lawan sistem peradilan yg curang dan hakim serta para jaksa hrs di periksa,rakyat lawan sistem adil curang hakim jaksa periksa
"Hukum rimba, siapa yg kuat dia yang menang, bravo bpk sihakim",hukum rimba kuat menang bravo bapak sihakim
"SIDANG ITU HANYA FORMALITAS MENJALANKAN PROSES HUKUM, BIAR KELIHATAN BAGUS DAN BERNEGARA...ARTINYA, SEMUA SUDAH DIATUR DAN DITARGET..KALAU ANDA-ANDA SEMUA KOMPLEN, KOMPLENNYA KE PRESIDENT, MK, DPR ATAU TINGKAT PALING TERTINGGI BERNEGARA.. ATAU SHOTDOWN - GANTI SERVER...",sidang formalitas jalan proses hukum biar lihat bagus bernegaraartinya atur ditargetkalau andaanda komplain komplennya presiden mk dewan wakil rakyat tingkat tinggi negara shotdown ganti server
Mungkin hakim pernah waktu itu disodori minum teh tanpa gula hinggga marah besar,hakim waktu sodor minum kakak perempuan gula hinggga marah besar
Hakim yang mengada ada..,hakim
Penguasa. Penguasa. Pasti akan ada balasan utk kedzoliman...,kuasa kuasa balas untuk kedzoliman
"Ngeri sekali ketika uang berkuasa. Pak Anies memikirkan rakyat kecil, pak tom terang tidak terbukti melakukan korupsi, dan mampu menyewa pengacara saja diperlakukan seperti itu apalagi rakyat kecil. Tapi sayang termul dan para buzzer berkeliaran memutar balik fakta. Semoga pak Anies sehat umur panjang dan selalu dalam lindungan Allah SWT",ngeri uang kuasa pak anies pikir rakyat pak tom terang bukti laku korupsi sewa acara laku rakyat sayang termul buzzer liar putar balik fakta moga pak anies sehat umur panjang lindung allah subhanahu wa taala
Parah,parah
Tom Lembong kan Pembatu Preseden nah kok Preseden nya ga di kuhum,tom lembong batu preseden preseden kuhum
Trus kerugian negara brapa yah??? Manfaat ato gratifikasi apa yg diperoleh terdakwa??? Berapa estimasi uang negara yg dikorup oleh terdakwa????,terus rugi negara ya manfaat gratifikasi dakwa estimasi uang negara korup dakwa
Hakimnya takut di pecat ..alias pengecut makanya nggak bisa melihat mana yg benar dan mana yg salah...,hakim takut pecat alias kecut lihat benar salah
Ayo kita do’a kn Hakimnya secepatnya dapat balasan dari Allah atas semua keputusanx,ayo doa hakim cepat balas allah atas keputusanx
aneh bin ajaib,aneh bin ajaib
750 JT nek gak glm bayar tambah 6bln...biarr saya aja yg ganti asal 200jt kesaya jannn paettt kii,juta nek glm bayar tambah blnbiarr ganti asal juta jannn paettt kii
Apa kurang😀,kurang
"Jikalau memang terbukti korupsi,tembak mati saja",bukti korupsi tembak mati
"Coba spill muka hakim nya biar di posting terus apa ga malu itu keluarga nya..
Siapa tau ketemu di jalan di lempar tai",coba jatuh muka hakim biar posting terus malu keluarga tahu ketemu jalan lempar kotor
Ngr hukum.....preeeeeet.....smua d kuasai mafia,gede rasa hukumpreeeeeetsmua kuasa mafia
"Cari sensasi seakan² perduli sama hukum, pdhl sdh tepat dpt hukuman sekiranya anis maw maju 2029 g' mungkin d pilih lg masak kita maw d pimpin imigran",cari sensasi peduli hukum tepat hukum sekira anis maju pilih masak pimpin imigran
muak!!,muak
Sepakat pak Anies,sepakat pak anies
Anjing anjing keadilan sdh merajalela dan memegang kekuasaan,anjing anjing adil rajalela pegang kuasa
Emang itu keahlian nya,ahli
"4 pertimbangan hakim absurd, lucu juga kalo cuma tom lembong yang dikenai hukuman dengan alasan sperti itu.",timbang hakim absurd lucu tom lembong kena hukum alas
Ntahlahhh,ntahlahhh
"Yang jadi pertanyaan, apakah ada Para pejabat yang tidak mungkin KORUP di negara DEMOKRASI.
karena hukum nya buatan Manusia..
Yang buatan Allah saya jaman Khilafah ada,cuman korupnya manusianya sedang hukumnya tak bisa di KORUPSI 
seperti di negara KONOHA",jadi tanya jabat korupsi negara demokrasi hukum manusia allah jaman khilafah korup manusia hukum korupsi negara konoha
"750jt/6 bulan ya, bayar ajah deh.. Tinggal di bagi berapa tuh...",juta bulan iya bayar deh tinggal
Bearti presidennya harus d penjara juga karna ikut menyetujui.,arti presiden penjara ikut tuju
Negara sakit,negara sakit
Hakim hadirkan jokowi biar jelas duduk perkaranya itu semua  presiden yg mengarahkan  mentri mengikuti apa yg  sdh di arahkan,hakim hadir jokowi biar jelas duduk perkara presiden arah menteri ikut arah
kata kata hari ini hakim bukan wakil Tuhan tapi wakil setan,kata kata hari hakim wakil tuhan wakil setan
"dalangnya gak di periksa,dimana letak keadilannya??",dalang periksa letak adil
Ngapain yah sekolah harus ngambil jurusan hukum sampai S1 S2..nyatanya tidak di pakai setelah jadi hakim ..tetap mengedepankan pesanan daripada keadilan.😂,ya sekolah ambil jurus hukum si snyatanya pakai jadi hakim tetap pesan adil
Ngga belajar dari hakim2 yg sebelumnya pernah berbuat dzalim. Hukum tabur tuai,ajar hakim zalim hukum tabur tuai
Miskinkan koruptor,miskin koruptor
Semoga hakimnya mendapatkan azab dari allah atas Kezolimanya,moga hakim azab allah atas kezolimanya
Buat negara sendiri trus buat aturan sendiri aja bos,negara terus atur bos
Para hakim dan jaksa yang menangani  pak Tom sudah ditunggu oleh pengadilan yang paling adil di Yaumil hisab.,hakim jaksa tangan pak tom tunggu adil adil yaumil hisab
"Hukum kok kacau gini ya, jelas dan terang benderang tidak ada unsur korupsi yang diterima tom Lembong,dia melakukan itu karena penugasan atasan,tapi atasan gak mau tanggung jawab.",hukum kacau iya jelas terang benderang unsur korupsi terima tom lembong laku tugas atas atas tanggung jawab
Tdk ada yg masuk akal,masuk akal
Bosok,busuk
Hukum skarang memenjarakan orng2 yg tdk bersalah dn semua tunduk sm perintah mulyono,hukum penjara orang salah tunduk perintah mulyono
Apa kabar proyek2 yg bikin rugi,kabar proyek bikin rugi
"Mudah""an hakim dan jpu dapat ajab yg paling pediiiiihhh",mudah hakim jaksa tuntut umum ajab pediiiiihhh
Sudah tau kan busuknya,tahu busuk
Spill bio hakimnya dong jadi pengen tau.,jatuh bio hakim jadi tahu
Akhir jaman keadilan di anggap tabu yang salah dianggap benar yang benar di salahkan.. Hisab akhirat keadilan seadil adilnya ..allohu akbar...,akhir jaman adil anggap tabu salah anggap benar benar salah hisab akhirat adil adil adil allahu akbar
Eawko pak tom,eawko pak tom
Hakimnya spa y,hakim ya
Mafia hukum,mafia hukum
itu namanya dihukum karena pertimbangan sakit hati karena beliau menjadi golongan orang orang jujur..!!!,nama hukum timbang sakit hati beliau jadi golong orang orang jujur
"Astaghfirullah, lahaula walaquwata illa bilallah",astagfirullah lahaula walaquwata illa bilal
Negeri abal2,negeri abal
Hakim titipan,hakim titip
Pak Mulyono sbg otaknya yg korupsi ngak di tangkap apa pak,pak mulyono otak korupsi tangkap pak
Percaya kah dengan penegakan hukum di negara kita?,percaya kah tega hukum negara
Berarti semua menteri yg mengeluarkan kebijakan impor harus di adili juga.... Aneh tapi terjadi di negeri konoha,arti menteri keluar bijak impor adil aneh jadi negeri konoha
Yang perintahkan kok ndak di hukum,perintah hukum
Pokonya yg berlawanan di libas...yg berteman di bela.. itulah pemerintah Mulyono.,pokok lawan libasyg teman bela perintah mulyono
"Jokowi kok tidak diadili, seharusnya dia yg bertanggung jawab.",jokowi adil tanggung jawab
Sejak debat pilpres sudah di sebut sebut nih orang. Kayak udah di target.,debat pilih presiden sebut sebut orang kayak target
"dakwaan hakim tentang demokrasi,apakah putusan anda sudah demokrasi tuan hakim",dakwa hakim demokrasi putus demokrasi tuan hakim
"Sistem demokrasi sistem bobrok , keadilan sulit ditegakan.",sistem demokrasi sistem bobrok adil sulit tega
"Bagaimana dengan BUMN lainnya yang merugi, bukannya pemimpinnya TDK Bagus dan harus bertanggung Jawab karena merugikan Negara .",badan usaha milik negara rugi pimpin bagus tanggung jawab rugi negara
kasus COD...,kasus cod
Semoga yang mendukung ketidak jujuran anak keturunannya menjadi pembohong semua SMP Akir hayatnya ...😁,moga dukung jujuran anak turun jadi bohong akir hayat
Anies B di DKI ada banyak Kasus hanya tdk di Sentuh Hukum N KPK nga berani atau takut,anies b daerah khusus ibukota kasus sentuh hukum komisi berantas korupsi berani takut
Kalau salah ya dihukum ada kan saksi ada bukti,salah iya hukum saksi bukti
Empat poin dakwaan hakim sangat cocok buat tim negosiator tarif pajak trump,empat poin dakwa hakim cocok tim negosiator tarif pajak trump
Tapi dia bisa masukan ahok,masuk ahok
Di paksakan,paksa
Sudah bisa ditebak dari awal ini perkara pesanan,tebak awal perkara pesan
Nm Akun hakimnya apa ya..,nm akun hakim iya
"Lha kan ada menteri sebelum dan sesudahnya untuk perbandingan, aneh hukum di sini",menteri untuk banding aneh hukum
"Negeri konoha carut marut ,,hukum ny tdk memihak yg benar,tp memihak yg punya kuasa dn uang",negeri konoha carut marut hukum pihak benar pihak punya kuasa uang
Memang kacau negeri Konoha hukum bisa di kendalikan termul,kacau negeri konoha hukum kendali termul
atasan langsung Lembong harusnya dipanggil juga...siapakah dia ?,atas langsung lembong panggil jugasiapakah
Ngak mungkin klu ngak ada cawe cawe atasan ...!!! Apalagi Uda disebut yg beri perintah......???? Oh hukum ..  tumpulkah.....????,cawe cawe atas sebut beri perintah oh hukum tumpul
Hukum negeri ini tdk akan adil dan tegak kl penegak hukumnya orngnya msh yg itu2 aja..,hukum negeri adil tegak tegak hukum orngnya
Tribun solo wkwkw satu geng semoga dosa kalian raup semuaa ambil semua,tribun solo wkwk satu geng moga dosa raup semuaa ambil
Sudah di suap dulu,suap
anies anda juga pecatan menteri... 😀 udah gak usah bxk omong lo,anies pecat menteri perlu bxk omong
"Hukum sudah hancur, yg namanya negara indonesia sesungguhnya sudah hancur juga",hukum hancur nama negara indonesia sungguh hancur
"Lahhh betul itu bisa2 nasib sama kek 6 laskar FPI yg dibantai, ato mati cantik ala petugas kpps yg tak boleh di autopsi",betul nasib kayak laskar front bela islam bantai mati cantik ala tugas kpps autopsi
"Konoha konoha ,orang benar pasti di berangus ,orang bejad pasti hapy ,itulah konoha",konoha konoha orang benar berangus orang bejat hapy konoha
Mantab babi² migran yaman pasti satu persatu habis 😂😂😂,mantap babi migran yaman satu satu habis
Hhhhhhhh,hhhhhhhh
Justru kalo menurut saya bagus pa . Jika yang menjalankan perintah di anggap bersalah berarti yang memberi perintah itu lebih bersalah . Karna yang dilakukan sesuai perintah . Saran saya gugat juga yang memberi kan perintah . Jebloskan ke penjara jangan lepas tanggung jawab . Harus ada masarakat / tim adpokat mengugat keputusan . Banding berjalan . Bikin 2 tim . Hukum kita emang harus di beri pelajaran . Tetap semangat tim tom saya yakin ponis yang di berikan pada anda sebenarnya mer÷ka sedang menggali kuburan nya s÷sndiri,turut bagus pak jalan perintah anggap salah arti beri perintah salah laku sesuai perintah saran gugat beri perintah jeblos penjara lepas tanggung jawab masarakat tim adpokat mengugat putus banding jalan bikin tim hukum beri ajar tetap semangat tim tom yakin pon ikan benar gali kubur ssndiri
miriiisss...hukum di negri ini skrg 😢🇲🇨😢,miriiissshukum negeri
Penjara SE berat beratnya dan sita semua hatanya,penjara berat berat sita hatanya
putusan titipan dr geng oslo,putus titip geng oslo
"Bayangin 4 poin absurd diputusan itu diaplikasikan ke menteri2 lainnya, dah penjara semua",bayang poin absurd putus aplikasi menteri penjara
Tom disingkirkan vonis sampe 4tahun 6bulan Intinya agar pilpres berikutnya aman tanpa tom lembong,tom singkir vonis tahun bulan inti pilih presiden ikut aman tom lembong
"Hukum sdh rusak di tangan mulyono, antek2 mulyono masih bergerak di kabinet prabowo, masih rusak dan masih tidak dapat dipercaya",hukum rusak tangan mulyono antek mulyono gerak kabinet prabowo rusak percaya
"Ngeri, oposisi benar akan di habisi 😅",ngeri oposisi benar habis
Semua Karena kekuasaan dan Duit,kuasa uang
"Repot musuh yang maha benar,seng salah disalahne gak oleh seng bener dibenerne zo gak oleh.repot musuh pembenci kebenaran,wong kuwi kok jek panggah golek panggung ae Jane dapuk opo to",repot musuh maha benar seng salah disalahne seng benar dibenerne zo olehrepot musuh benci benar orang jek panggah golek panggung jane dapuk to
"Hakim udah di bayar , berapapun di bayar sama Mulyono yg penting masuk penjara",hakim bayar bayar mulyono penting masuk penjara
"Ga karuan wis, ampun..",karuan ampun
Kasian banget Pak hakimnya...enak di dunia..di akhirat kelak berat pak..,kasihan banget pak hakimnyaenak duniadi akhirat kelak berat pak
"Kita lihat aja, pilpres 2029 sisa 4  tahun lagi.  Mereka takut tom akan kampanye lagi  ,🤣😂",lihat pilih presiden sisa tahun takut tom kampanye
Ini lihat tandai hakimnya yg katanya sebagai wakil tuhan akan mendapatkan balasannya lihat aja karma itu pasti datang semoga tom Lembong sabar akan tiba masanya amiiiin,lihat tanda hakim kata wakil tuhan balas lihat karma datang moga tom lembong sabar tiba masa amin
"Yaampun, pasal2 yg menjerat terlalu subyektif, padahal ini orang jujur tidak mau nerima uang korupsi 😢",ya ampun pasal jerat subyektif orang jujur terima uang korupsi
Mending rakyat yang adili langsung ni para hakim suap,baik rakyat adil langsung hakim suap
Adakah kegiatan usaha yg tidak bertujuan mencari laba???? Mksh.,giat usaha tuju cari laba terima kasih
Kapan Anis Baswedan di periksa,anis baswedan periksa
4 hal yg memberatkan tsb membuat saya takjub...terlalu dibuat buat kesannya .,berat sebut takjubterlalu kesan
Banding Paaaak....💪🙏,banding paaaak
"Seperti ini hukum nya tapi WNI nya membiarkan hal itu terjadi, ya Hukum semakin suka suka mereka itu",hukum warga negara indonesia biar jadi iya hukum suka suka
lawak benar-benar lawakan terlawak di tahun ini,lawak benarbenar lawa lawak tahun
Kebijakan presiden yang jepas2 menimbulkan banyak korupsi anteng2 ajj,bijak presiden jepas timbul korupsi anteng
Yg jd pertanyaan siapa yg menerima aliran dana tersebut. Kenapa tdk di tangkap,jadi tanya terima alir dana sebut tangkap
Seandainya negara kita seperti georgia,negara georgia
Harus nya pak tom mbikin patung dari gula dengan angaran 600 m pasti ga bakalan disentuh hukum kan patung gula nya ada,pak tom mbikin patung gula angaran sentuh hukum patung gula
Ank unta pada panas🤣😂,anak unta panas
"Kenapaa pelaku korupsi selalu ad yang bela,,",laku korupsi bela
Tdk dpt memenjarakan Anies Baswedan. Tom Lembong jd penggantinya. Hukum memang tebang pilih,penjara anies baswedan tom lembong jadi ganti hukum tebang pilih
"Luar biasa,......",luar
"Klo pulang, hakimnya lewat mana..... 😝😝",pulang hakim lewat
Jdi kmi rakyat jdi hukum di konoha ini.. Si penjilat aman yg akan di bui timakasivpak anis,jadi rakyat jadi hukum konoha sil jilat aman bui timakasivpak anis
"Polisi, jaksa dan hakim bisa dibeli, maka gak terlalu heran dg putusan2 model begini",polisi jaksa hakim beli heran putus model
akan sy gigit dg cara sy sendiri,gigit cara
Hukum di Indonesia sangat memprihatinkan..,hukum indonesia prihatin
Istilah jawa bilang! JUJUR ITU KOJUR! Artinya yang jujur malah sial!,istilah jawa bilang jujur kojur arti jujur sial
Heeeeiii Hakim yg terhormat... Knp tidak anda tanyakan siapa yg memerintah Tom mengimpor gula???Siapa yg mengACC sk impornya?? Yg memerintahkannya dan yg mengACCnya itu yg harus dihukum mati!!!!,heeeeiii hakim hormat tanya perintah tom impor gulasiapa mengacc surat putus impor perintah mengaccnya hukum mati
"Doakan sakaratul maut,menghampiri hakim pengkhianat bajingan.",doa sakaratul maut hakim penghianat bajing
dagelan ...dia hanya menjalankan tugas kok bisa ya ..,dagel jalan tugas iya
"Hukum biadab,lahir dari seorang mantan pemimpin yg biadab",hukum biadab lahir orang mantan pimpin biadab
Indonesia lucu,indonesia lucu
Koruptor,koruptor
Nikmati saja dulu pak bulan depan 17 Agustus dapat remisi dari presiden....,nikmat pak bulan agustus remisi presiden
hukumya bnr2 dh rusak luar dan dlm.heran sya bnr klurgaa dri solo ini kga mau di senggol bhkan di katain sklipun kga mau bnr2 firaunya konoha.,hukumya benar rusak luar dlmheran benar klurgaa solo senggol ejek sklipun benar firaunya konoha
Tidak masuk akal ada koruptor yang mau memperkaya orang lain tapi dia tidak dapat apa-apa...,masuk akal koruptor kaya orang apaapa
"Hakim bilang lebih mengedepankan ekonomi kapitalis, padahal dia sadar betul Indonesia di kuasain perusahaan kapitalis. Hakim kok bodoh",hakim bilang ekonomi kapitalis sadar betul indonesia kuasain usaha kapitalis hakim bodoh
Para jahanam penjilat rezim ter-bahak2 melihat p. Tom di vonis yg jelas2 beliau tdk menerima uang korupsi....😥,jahanam jilat rezim bahak lihat p tom vonis jelas beliau terima uang korupsi
Ad yg bilang Indonesia bakal ilang lenyap.. ternyata ud mulai terasa.. 😭,bilang indonesia bakal hilang lenyap nyata mulai asa
Sudah rusak negeri ini ....,rusak negeri
Hakim hukum goblok.. Mati lah kalian biar kalian rasakan kek mana hukum sebenar nya...,hakim hukum bodoh mati biar rasa kayak hukum benar
"Orang yg seharusnya menjadi ""saksi"" malah jadi tersangka.
Hebatnya politik negara ini👎",orang jadi saksi jadi sangka hebat politik negara
"Ne negara hukum yg di atur dn di kuasai oleh perorangan \ kekuasaan,,
Bukan negara hukum yg di atur oleh UU,,

Kmi ngemalum 
Ktika manusia hidupnya Tdak menerapkan dgn ajaran agama Nya'
Mkan manusia tersebut jauh mengingat Allah SWT,,

Hidup dan mati hanya sekali
Smua milik Allah SWT,,",negara hukum atur kuasa orang kuasa negara hukum atur undang undang ngemalum manusia hidup terap ajar agama makan manusia sebut jauh ingat allah subhanahu wa taala hidup mati milik allah subhanahu wa taala
